No,Title,Author,Link,Publisher,Year,Pages,Format,Literary Form,Library,Items Available,Call Number,Edition,Material Type,Image URL
1423,Hope In Counselling And Psychotherapydenis O’ Hara.Xii; 192P.; Ill.,"O’ Hara, Denis",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=889,Sage Publications,Unknown,192,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RC480.5 .Oh1 	, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1424,Advanced Reinforced Concrete Designp. C. Varghese.Xxvi: 534P;  Ill.,"Varghese, P. C",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=891,"PHJ, Learning",2005,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"TG340 .V42, ...",2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1425,"Nutrition And Dietetics A Guided Approach For Professionalse. O. Ojofeitimi, R. A. Fakunle.V; 220P.; Ill.","Ojofeitimi, E. O",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=894,"Nonesuchhouse Publishers,",2014,220,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RC622 .Oj5, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1426,"Measuring Health And Wellbeingjohn  Harvey And Vicki Taylor.Xi, 140P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=895,Sage,2013,140,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RA408.5 .M46, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1427,"Understanding Personal, Social, Health And Economic Education In Primary Schoolsnick Boddington, Adrian King [And] Jenny Mcwhirter283P.; Ill.","Boddington, Nick",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=896,SAGE Publications,2014,283,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LC4713.2 .B63, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1428,Pain Management In Nursing Practiceshelagh Wright.Xvii: 318P.; Ill.,"Wright, Shelagh",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=897,Sage Publications,2015,318,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RT87 .P35W93, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1429,Real Estate Management Business Process And Perspectivea. K. Jain500P.; Ill,"Jain, A. K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=900,"Discovery Publishing House,",2015,500,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HD1394 .J19, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1430,Online Professional Development Through Virtual Learning Communitiessonja Hollins-Alexanderxxii; 92P.; Ill.,"Hollins-Alexander, Sonja",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=902,Corwin,2013,92,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB1731 .H72, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1431,"Effective Commissioning In Health And Social Carerichard Field, Judy Oliver- X, 104P.: Ill.","Field, Richard",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=905,SAGE/ Learning Matters,2013,104,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RA399 .G7F46, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1432,"Realizing Rigor In The Mathematics Classroomted H. Hull, Ruth Harbin Miles [And] Don S. Balka176P.; Ill.","Hull, Ted H",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=906,Corwin,2011,176,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QA11.2 .H87, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1433,An Introduction To Nuclear Chemistrym. Satake [And] Y. Mido.233P.; Ill.,"Satake, M",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=910,Discovery Publishers,1995,233,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QC777 .Sa8, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1434,"Engagement And Therapeutic Communication In Mental  		Health Nursingsandra Walker.Xx, 150P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=913,"Learning Matters,",2014,150,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RC440 .En3, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1435,"Textbook Of Preventive And Social Medicinemc Gupta, Bk Mahajan.Xvi, 646P.; Ill.","Gupta, Mc",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=918,"Jaypee Brothers Publishers,",2003,646,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RA425 .G95, ...",3rd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1436,Nigeria Governors’ Forum Inaugural Speeches Of Presidents (1999-2011) And Governors (2007-2013) Of The Federal Republic Of Nigeriadr Jonathan Ebele Goodluck,Dr. Goodluck Ebele Jonathan,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=920,Kachifo Publishers,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(5),5,"DT515.82 .In1, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1437,Introductory Inorganic Chemistryr. K. Shrma360P; Ill,"Sharam, R. K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=923,Discovery Publishers,2007,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QD31 .Sh2, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1438,"Understanding Housing Defectsmarshall, Duncan",Duncan Marshall,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=926,Routledge,2014,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"TH4812 .Un2, ...",4th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1439,"An Introduction To Industrial Microbiology For The Graduate And Post Graduate Students Of Different Universities In Microbiology And Biotechnologyp. K. Sivakumaar, M. M. Joe, [And] K. Sukesh.Xii; 307P.; Ill","Sivakumaar, P. K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=928,"S. Chand,",2010,307,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QR53 .Si9, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1440,Interiorsnina Campbell,"Campbell, Nina",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=929,CICO Books,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"NA2850 .C15, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1441,Macromolecules,"Kirkwood, John Gamble",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=930,"Gordon and Breach,",1994,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(5),5,"QD381  .K63, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1442,"Usmle Step 1 Pathology Lecture Notesjohn Barone Contributors, Earl J. Brown… [Et. Al.].Vii, 342P.","Barone, John",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=931,Kaplan Medical,2006,342,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RB 120 .B23.,2006-2007 ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1443,Javatm How To Program: Early Objectspaul Deitel,"Deitel, Paul",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=934,Pearson Education,2015,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QA76.73 .D36, ...",10th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1444,"Language:  Its Structure And Useedward Finegan.Xxv, 564P.; Ill.","Finegan, Edward",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=936,"Wadsworth, Cengage Learning,",2012,564,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"P107 .F49, ...",6th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1445,"The Dyslexia - Friendly Teacher’S Toolkit: Strategies For Teaching Students 3-18Barbara Pavey, Margaret Meehan And Sarah Davis.X; 109P; ;Ill.","Pavey, Barbara",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=944,Sage,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LC4708 .P28, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1446,Professional Studies In Primary Educationedited By Hilary Cooper.Xviii; 385P.; Ill.,"Edited By Cooper, Hilary",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=946,Sage,2014,385,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB1556.7 .P94, ...",2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1447,"Ogun’S Errant Warrior:  Celebrating Biodun Jeyifo At 70Femi Osofisan, Wumi Rajixlvii, 300P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=947,"Kraft Books,",2018,300,; print,; Not fiction,Hezekiah Oluwasanmi Library(5),5,"DT515.83 .Og9, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1448,"Principles Of Foundation Engineering, Sibraja M.Dasxix, 794P","Das, Braja M",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=948,Cengage Learning,2007,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(3),3,"TA775 .D26  , ...",7th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1449,"Principles Of Macro-Economicskarl E. Case, Ray C. Fair, Sharon E. Oster475P.; Ill","Case, Karl E",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=950,Pearson Education,2017,475,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HB172.5 .C26      	, ...",12th ed,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1450,Soil Microbiology Soil Microorganisms And Plant Growthn. S. Subba Rao.-407P.; Ill.,"Rao, Subba N. S",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=953,"Oxford & IBH Publishers,",1977,407,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QR111 .R18, ...",4th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1451,"Construction Project Management Planning, Scheduling And Controllingk. K. Chitkaraxix; 771P.; Ill","Chitkara, K. K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=957,Tata McGraw Hill Education,2011,771,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"TA190 .C43, ...",2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1452,Shake Spears The Tragedies; A Collection Of Critical Essaysalfred Harbage,"Harbage, Alfred, 1901 -",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=958,Prentice-Hall,1964,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PR2983 .H21.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1453,"Formation Of A Nation:  A Photographic Flashback: In 							Conjuction Of The With The 55Th Celebration Of 	Merdeka Day In Celebration Of The 49Th Malaysia Dayheba Nayel Barakat, Adline Abdul Ghani And  Farhani Shamsudin.-",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=959,": Islamic 	Arts Museum Malaysia,",2012,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TR650 .F76.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1454,"Practical Botanys. C. Santraxiii, 511P.; Ill.","Santra, S. C",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=961,"New Central Book Agency,",2015,511,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QK47 .Sa5, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1455,"The Shakespearian Dictionary Forming A General Index To All The Popular Expressions And Most Striking Passages In The Works Of Shakespearewilliam Shakespeare, Edited By Thomas Dolby","Shakespeare, William, 15-64 – 1616",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=962,Pordes,1967,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PR2892 .D68.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1456,"Ngugi Wa Thiong'S & Wole Soyinka/ Volume Editors, Martin Banham & Femi Osofisan; Guest Editor, Kimani Njoku; Reviews Editor, Martins Banham13 Xv,128P.Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=963,james Curry,2014,128,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PR9381.9.N51, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1457,"Building Number Sense Through The Common Corebradley S. Witzel, Paul J. Riccomini, Marla L. Herlong.Xii, 185P.; Ill.","Witzel, Bradley S",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=964,"Sage Publications,",2013,185,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QA141 .W78, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1458,Community-Based Participatory Researchkaren Hacker.Xiv; 139P.; Ill.,"Hacker, Karen",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=965,Sage,2013,139,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HM711 .H11, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1459,"Peace, Studies And Conflict Resolution In Nigeria A Readermiriam Ikejiani-Clarkxiii, 631P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=966,"Spectrum  Books,",1999,631,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HN831 .Z9P32.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1460,Environmental Economics,"Dutta, Abhijit",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=967,APH Publishing,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HC79 .D95.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1461,"Organisational  Dynamicsolakunle A. Ogunbameruxv, 577P.; Ill.","Ogunbameru, Olakunle  A",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=969,Spectrum Books,2004,577,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HB615 .Og9.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1462,"Israel Esan Owolabi:  A Pioneering Human Capital Builder: A Biographical Dialogueemeka Segun Nnochirixxix, 253P.","Nnochiri, Emeka S",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=970,"Matprint Publishers,",2015,253,; print,; Not fiction,Hezekiah Oluwasanmi Library(6),6,"DT515.83 .Ow4N65, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1463,Microeconomicsmichael Parkin528P.,"Parkin, Michael",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=971,Pearson Education,2016,528,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HB172 .P21, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1464,"Observing Young Childrentina Bruce, Stella Louis [And] Georgie Mccall.Xvi; 154P.; Ill.","Bruce, Tina",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=972,Sage,2015,154,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB1139.23 .B83, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1465,"Sustainable Design For Interior Environmentssusan M. Winchip.Xv, 352P.; Ill.","Winchip, Susan M",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=973,Fairchild Publications,2007,352,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TH880 .W72.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1466,Bullying And Students With Disabilities Strategies And Techniques To Create A Safe Learning Environment For Allbarry Edwards Mcnamaraxi; 133P.; Ill.,"Mcnamara, Barry Edwards",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=974,Corwin,2013,133,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB3013.32 .MQ3, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1467,"Macroeconomicsdavid C. Colanderxxxiii, 497P.; Ill.","Colander, David C",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=975,McGraw Hill,2013,497,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HB172.5 .C7, ...",9th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1468,"Key Concepts In Hospitality Managementroy C.  Woodxiv, 180P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=977,"Sage Publications,",2013,180,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"TX911.3 .M27K52, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1469,Ethics For Nursing And Health Care Practicekath Melia.153P.; Ill.,"Melia, Kath",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=978,Sage,2014,153,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RT85 .M48 	, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1470,"Leverage Using Plcs To Promote Lasting Improvement In Schoolsthomas W. Many, Susan K. Sparks-Manyxvi; 151P.; Ill.","Many, Thomas W",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=979,Corwin,2015,151,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB1738 .M31, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1471,"Imagining Tomorrow  Rethinking The Global Challengekamalesh Sharmaix, 430P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=982,"Merrill,",2000,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,JZ1317.5 .Un3Im1.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1472,"Inquiring Into The Common Corenancy Fichtman Dana, Jamey Bolton Burns [And] Rachel Wolkenhauerxvi; 94P.; Ill.","Dana, Nancy Fichtman",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=984,Corwin,2013,94,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB306083 .D19 	, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1474,The A To Z Of Practical Building Construction And Its Managementsandeep Mantri665P.; Ill.,"Mantri, Sandeep",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=986,Sodiya Prakashan,2013,665,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TA190 .M31.,12th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1475,"Rita Cheminais’ Handbook For Sencosrita Cheminais.Xvi, 189P.; Ill.","Cheminais, Rita",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=987,"Sage Publications,",2015,189,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LC4601 .C41, ...",2nd ed,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1476,Enhancing Teaching Practice In Higher Educationedited By Helen Pokorny [And ] Digby Warrenxvii; 232P.; Ill.,"Edited By Pokorny, Helen, [And] Warren, Digby",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=989,Sage,2016,232,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB2331 .En3, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1477,Organizational Behavior And Managementrobert Konopaske,"Kondpaske, Robert",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=990,McGraw-Hill Education,2018,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HD58.7 .K79.,11th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1478,Principles Of Athletic Training:   A Competency-Based Approachwilliam E. Prentice,"Prentice, William E",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=991,McGraw Hill,2014,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RC1210 .P91.,15th ed.-,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1479,A Textbook Of Estimating Costing And Valuationgurcharan Singh And Jagdish Singh,"Singh, Gurcharan",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=992,Standard Publishers,1993,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TH434 .Si4.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1480,"Behaviour Management With Young Children:  Crucial First Steps With Children 3-7 Yearsbill Rogers, Elizabeth Mcpherson.Xv, 217P.","Rogers, Bill",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=993,"Sage Publications,",2014,217,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LB3013 .R63, ...",2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1481,"Fungi From Different Substrates] J. K. Misra… [Et Al.].- Boca Raton,",J. K. Misra,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=994,CRC Press,2015,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,QK603 .F96.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1482,"Diplomatic Soldiering  The Conduct Of Nigerian Foreign Policy ,1975-1979Joe Garbaxxii, 268P","Garba, Joe",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=996,Spectrum Books,1991,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,DT515.6 .G2G161.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
1483,"Real Estate Finance And Investmentswilliam B. Brueggeman [And] Jeffrey D. Fisherxviii, 805P.; Ill.","Brueggeman, William B",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=997,"McGraw-Hill Education,",2016,805,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HG2040.5 .B83, ...",15th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
